Date,Status,Action,Message,Connection,Details
"2025-12-03 03:26:28",INFO,job_processing,"Job processing started: ""1998 test 2""",-,"{""job_id"":""vGiJ6i7qhauU9ovkzlwfumyiUYasamnd"",""action"":""create"",""hub_id"":46791}"
"2025-12-03 03:26:28",INFO,debug_content,"DEBUG: Content received from hub: 1998 test 2",-,"{""full_content_length"":11}"
"2025-12-03 03:26:28",INFO,find_author,"Found matching author by email: mike@manovermachine.com",-,"{""matched_user_id"":38,""display_name"":""manovermachine""}"
"2025-12-03 03:26:28",INFO,gallery_sync,"No gallery_images found in syndication data",-,[]
"2025-12-03 03:26:28",INFO,yoast_sync,"Post created as draft, now updating with Yoast meta",-,"{""post_id"":46774,""intended_status"":""draft""}"
"2025-12-03 03:26:28",INFO,find_author,"Found matching author by email: mike@manovermachine.com",-,"{""matched_user_id"":38,""display_name"":""manovermachine""}"
"2025-12-03 03:26:28",SUCCESS,yoast_sync,"Post updated with Yoast meta as draft",-,"{""post_id"":46774}"
"2025-12-03 03:26:28",SUCCESS,async_create,"Async create completed for ""1998 test 2"" (0.11s)",-,"{""hub_id"":46791,""local_id"":46774,""processing_time"":0.11442208290100098,""job_id"":""vGiJ6i7qhauU9ovkzlwfumyiUYasamnd""}"
"2025-12-03 03:26:28",INFO,hub_notified,"Successfully notified hub of completion",-,"{""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""job_id"":""vGiJ6i7qhauU9ovkzlwfumyiUYasamnd"",""spoke_post_id"":46774}"
"2025-12-03 03:26:25",INFO,receive_request,"Received syndication request from hub",-,"{""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""hub_id"":46791,""title"":""1998 test 2""}"
"2025-12-03 03:26:25",INFO,job_queued,"Job queued for processing: ""1998 test 2""",-,"{""job_id"":""vGiJ6i7qhauU9ovkzlwfumyiUYasamnd"",""hub_id"":46791,""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""action"":""create""}"
"2025-12-03 03:20:14",INFO,receive_request,"Received syndication request from hub",-,"{""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""hub_id"":46789,""title"":""1998 works""}"
"2025-12-03 03:20:14",INFO,job_queued,"Job queued for processing: ""1998 works""",-,"{""job_id"":""H9zZI9NEemXkmUFy6U2vBc22wIu72VqT"",""hub_id"":46789,""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""action"":""create""}"
"2025-12-03 03:07:36",SUCCESS,set_featured_image,"Featured image set successfully",-,"{""attachment_id"":46773,""post_id"":46772}"
"2025-12-03 03:07:36",INFO,yoast_receive,"Received Yoast data from hub (2 fields)",-,"{""yoast_fields"":[""_yoast_wpseo_metadesc"",""_yoast_wpseo_focuskw""],""has_metadesc"":true,""has_focuskw"":true}"
"2025-12-03 03:07:36",INFO,yoast_update,"Updated Yoast SEO meta fields: _yoast_wpseo_metadesc, _yoast_wpseo_focuskw",-,"{""fields"":[""_yoast_wpseo_metadesc"",""_yoast_wpseo_focuskw""]}"
"2025-12-03 03:07:36",SUCCESS,async_update,"Async update completed for ""1998 test"" (2.82s)",-,"{""hub_id"":46788,""local_id"":true,""processing_time"":2.823841094970703,""job_id"":""AUJDZsi5nfEwYtiYAK4GnlEWQCL1JfGg""}"
"2025-12-03 03:07:36",INFO,hub_notified,"Successfully notified hub of completion",-,"{""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""job_id"":""AUJDZsi5nfEwYtiYAK4GnlEWQCL1JfGg"",""spoke_post_id"":true}"
"2025-12-03 03:07:35",INFO,job_queued,"Update job queued for processing: ""1998 test""",-,"{""job_id"":""xAjr54gmzuhktNOgRNRw8XPGVhgNq6I6"",""hub_id"":46788,""hub_url"":""https:\/\/hub2a.wpenginepowered.com"",""action"":""update""}"
