Date,Status,Action,Message,Connection,Details
"2026-03-03 19:01:10",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 4","Spoke 4","{""hub_post_id"":928,""spoke_post_id"":147,""job_id"":""mB7iDMfiUq3RbflETwPiBbbYf5AI4zBd""}"
"2026-03-03 19:01:10",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 4","Spoke 4","{""hub_post_id"":928,""spoke_post_id"":147,""job_id"":""w0AsggIcBp3LwKJvS7of8pDH4gB7F3pO""}"
"2026-03-03 19:00:13",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 2","Spoke 2","{""hub_post_id"":928,""spoke_post_id"":248,""job_id"":""qlppz5FgYnwDQVf4aQsEOITzEO9VIw9X""}"
"2026-03-03 19:00:12",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 2","Spoke 2","{""hub_post_id"":928,""spoke_post_id"":248,""job_id"":""tghfJT0rUUQ9HVISFF8pF0Y6ejmGcoLK""}"
"2026-03-03 19:00:12",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 2","Spoke 2","{""hub_post_id"":928,""spoke_post_id"":248,""job_id"":""tghfJT0rUUQ9HVISFF8pF0Y6ejmGcoLK""}"
"2026-03-03 19:00:12",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 2","Spoke 2","{""hub_post_id"":928,""spoke_post_id"":248,""job_id"":""9aQUoQWnuPjRkgVXKjl31ArkdgHn2mMC""}"
"2026-03-03 18:59:36",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 1","Spoke 1","{""hub_post_id"":928,""spoke_post_id"":1375,""job_id"":""xDifEQPM67WZ5uf0CTXRWmXuYCvmYzNr""}"
"2026-03-03 18:59:36",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 1","Spoke 1","{""hub_post_id"":928,""spoke_post_id"":1375,""job_id"":""xDifEQPM67WZ5uf0CTXRWmXuYCvmYzNr""}"
"2026-03-03 18:59:36",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 1","Spoke 1","{""hub_post_id"":928,""spoke_post_id"":1375,""job_id"":""P6iFobaJXoDy9wlBEsqp4b92ySxkf1ki""}"
"2026-03-03 18:59:36",SUCCESS,sync_completed,"Sync completed: ""error test 4"" successfully synced to Spoke 1","Spoke 1","{""hub_post_id"":928,""spoke_post_id"":1375,""job_id"":""WvHcc9V7DpiLTYSmoq2il01PHG97jB87""}"
"2026-03-03 18:59:31",INFO,wake_up,"Spoke site is already awake","Spoke 2","{""connection_name"":""Spoke 2"",""response_code"":200}"
"2026-03-03 18:59:31",INFO,update_queued,"Post ""error test 4"" update queued for Spoke 2","Spoke 2","{""success"":true,""message"":""Post queued for processing"",""data"":{""success"":true,""message"":""Post update queued for processing"",""job_id"":""qlppz5FgYnwDQVf4aQsEOITzEO9VIw9X"",""status"":""processing""},""async"":true,""job_id"":""qlppz5FgYnwDQVf4aQsEOITzEO9VIw9X""}"
"2026-03-03 18:59:31",INFO,debug_content,"DEBUG: Original post content: error test 4",-,"{""full_content_length"":12}"
"2026-03-03 18:59:31",INFO,gallery_sync,"No gallery images found in post content",-,[]
"2026-03-03 18:59:31",WARNING,yoast_collect,"No Yoast data found for ""error test 4"" to send to Spoke 4","Spoke 4","{""post_id"":928}"
"2026-03-03 18:59:31",INFO,,"Custom Smart Links processing started for: Spoke 4",-,[]
"2026-03-03 18:59:31",INFO,debug_content,"DEBUG: Final content being sent to spoke: error test 4","Spoke 4","{""connection_name"":""Spoke 4"",""full_content_length"":12}"
"2026-03-03 18:59:31",INFO,wake_up,"Attempting to wake up spoke site","Spoke 4","{""connection_name"":""Spoke 4"",""url"":""http:\/\/spoke-4.local""}"
"2026-03-03 18:59:31",INFO,wake_up,"Spoke site is already awake","Spoke 4","{""connection_name"":""Spoke 4"",""response_code"":200}"
"2026-03-03 18:59:31",INFO,update_queued,"Post ""error test 4"" update queued for Spoke 4","Spoke 4","{""success"":true,""message"":""Post queued for processing"",""data"":{""success"":true,""message"":""Post update queued for processing"",""job_id"":""w0AsggIcBp3LwKJvS7of8pDH4gB7F3pO"",""status"":""processing""},""async"":true,""job_id"":""w0AsggIcBp3LwKJvS7of8pDH4gB7F3pO""}"
"2026-03-03 18:59:30",INFO,completing_draft,"Completing draft syndication - adding image, Yoast data, and publishing",-,"{""post_id"":928,""spoke_count"":3}"
